CANOIL PRODUCT AND CUSTOMER LIST
Generated: 2025-12-01 18:43:01

================================================================================
PRODUCTS WITH PACKAGING SIZES
================================================================================

Item No.,Description,Packaging Size,Stocking Units,Purchasing Units,Unit Weight,Status,Item Type,Stock,Recent Cost,Standard Cost
MOVEXT0P17,MOV Extra 0 - 17 kg pail (G-2032-0),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,5.000000,$136.411000,$98.410000
MOVEXT0TLBL,MOV Extra 0 - Tube label (2.375”×8”),Tube,Each,Each,1,Active,Raw Material,612.000000,$0.162000,$0.000000
MOVEXT0U10,MOV Extra 0 - 10×400 g case (G-2032-0),"Case, CASE10",CASE10,CASE10,1,Active,Assembled,0.000000,$0.000000,$24.605870
MOVEXT1C30,MOV Extra 1 - 3×10×400 g case (G-2032-1),Case,CASE,CASE,1,Active,Assembled,10.000000,$105.170251,$75.158740
MOVEXT1K55KG,MOV Extra 1 - 55 kg keg (G-2032-1),"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$444.210000,$330.860000
MOVEXT1P17,MOV Extra 1 - 17 kg pail (G-2032-1),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$136.411000,$98.410000
MOVEXT1TLBL,MOV Extra 1 - Tube label (2.375”×8”),Tube,Each,Each,1,Active,Raw Material,234.000000,$0.162000,$0.000000
MOVEXT1U10TUBECASE,MOV Extra 1 - 10×400 g case (G-2032-1),"Case, CASE10",CASE10,CASE10,1,Active,Assembled,0.000000,$35.064580,$24.605870
MOVEXT2P17,MOV Extra 2 - 17 kg pail (G-2032-2),"17kg, Pail",PAIL,PAIL,0,Active,Assembled,0.000000,$98.410000,$98.410000
MOVLL0C30TUBECASE,MOV Long Life 0 - 3×10×400 g case (G-2189-0),Case,CASE,CASE,1,Active,Assembled,1.000000,$176.090251,$149.761000
MOVLL0DRM,MOV Long Life 0 - 180 kg drum (G-2189-0),"180kg, Drum",DRUM,DRUM,1,Active,Assembled,0.000000,"$2,507.400000","$2,091.600000"
MOVLL0K55KG,MOV Long Life 0 - 55 kg keg (G-2189-0),"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$811.150000,$682.300000
MOVLL0P17,MOV Long Life 0 - 17 kg pail (G-2189-0),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$248.101000,$204.830000
MOVLL0TLBL,MOV Long Life 0 - Tube label (2.375”×8”),Tube,Each,Each,1,Active,Raw Material,145.000000,$0.345000,$0.000000
MOVLL0TOTE,MOV Long Life 0 - Tote (G-2189-0),"LB, TOTE",LB,TOTE,1,Active,Assembled,0.000000,$6.318847,$5.099995
MOVLL0U10TUBECASE,MOV Long Life 0 - 10×400 g case (G-2189-0),"Case, CASE10",CASE10,CASE10,1,Active,Assembled,0.000000,$52.550200,$49.645870
MOVLL1C30TUBECASE,MOV Long Life 1 - 3×10×400 g case (G-2189-1),Case,CASE,CASE,1,Active,Assembled,0.000000,$178.430251,$150.278740
MOVLL1DRM,MOV Long Life 1 - 180 kg drum (G-2189-1),"180kg, Drum",DRUM,DRUM,1,Active,Assembled,0.000000,"$2,388.600000","$2,091.600000"
MOVLL1K55KG,MOV Long Life 1 - 55 kg keg (G-2189-1),"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$774.850000,$682.300000
MOVLL1P17,MOV Long Life 1 - 17 kg pail (G-2189-1),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$236.881000,$204.830000
MOVLL1TLBL,MOV Long Life 1 - Tube label (2.375”×8”),Tube,Each,Each,1,Active,Raw Material,80.000000,$0.240000,$0.000000
MOVLL1U10TUBECASE,MOV Long Life 1 - 10×400 g case (G-2189-1),"Case, CASE10",CASE10,CASE10,1,Active,Assembled,0.000000,$49.550200,$49.645870
MOVLL2C30,MOV Long Life 2 - 3×10×400 g case (G-2189-2),Case,CASE,CASE,1,Active,Assembled,0.000000,$173.630251,$150.278740
MOVLL2DRM,MOV Long Life 2 - 180 kg drum (G-2189-2),"180kg, Drum",DRUM,DRUM,1,Active,Assembled,0.000000,"$2,388.600000","$2,091.600000"
MOVLL2K55KG,MOV Long Life 2 - 55 kg keg (G-2189-2),"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$769.150000,$682.300000
MOVLL2P17,MOV Long Life 2 - 17 kg pail (G-2189-2),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$236.740000,$204.830000
MOVLL2TLBL,MOV Long Life 2 - Tube label (2.375”×8”),Tube,Each,Each,1,Active,Raw Material,990.000000,$0.240000,$0.000000
MOVLL2U10TUBECASE,MOV Long Life 2 - 10×400 g case (G-2189-2),"Case, CASE10",CASE10,CASE10,1,Active,Assembled,0.000000,$62.809851,$49.645870
MRO ITEMS,"Maintenance, repair, and overhaul items",N/A,EA,EA,0,Active,Raw Material,0.000000,"$1,671.000000",$0.000000
NA-LUBE AO-242 DRM,NA-LUBE AO-242,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,0.000000,$6.331500,$6.331500
NA-LUBE AO-242 PAIL,NA-LUBE AO-242,"LBS, PAIL",LBS,PAIL,0,Active,Raw Material,58.040302,$9.872300,$7.681500
NA-LUBE AW-6110 DRM,NA-LUBE AW-6110,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,0.000000,$8.559000,$8.559000
NA-LUBE AW-6310 DRM,NA-LUBE AW-6310 - 440 lb drum,"Drum, LBS",LBS,DRUM,0,Active,Raw Material,106.490720,$18.247000,$11.974500
NA-LUBE AW-6330 DRM,NA-LUBE AW-6330,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,341.120830,$8.802000,$8.937000
NA-LUBE BL-1200 DRM,NA-LUBE BL-1200,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,430.000000,$10.137500,$9.813100
NA-LUBE BL-1208,NA-LUBE BL-1208,"LBS, DRUM",LBS,DRUM,1,Active,Raw Material,762.520000,$8.613000,$8.748000
NA-LUBE BL-1232 EL,NA-LUBE BL-1232 EL,"LBS, DRUM",LBS,DRUM,1,Active,Raw Material,440.000000,$10.759500,$10.759500
NA-LUBE BL-1300FG DRM,NA-LUBE BL-1300FG,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,380.000000,$14.283000,$14.418000
NA-LUBE BL-1400 DRM,NA-LUBE BL-1400,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,0.000000,$11.826000,$11.826000
NA-LUBE BL-1792 DRM,NA-LUBE BL-1792,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,399.000000,$9.382500,$9.382500
NA-LUBE EP 5120 DRM,NA-LUBE EP 5120,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,314.300000,$7.088150,$0.000000
NA-LUBE EP-5415,NA-LUBE EP-5415,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,350.000000,$6.953650,$5.076000
NA-LUBE KR-006FG DRM,NA-LUBE KR-006FG,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,0.000000,$4.455000,$4.455000
NA-LUBE KR-008 DRM,NA-LUBE KR-008,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,668.117950,$4.787500,$4.266000
NA-LUBE KR-015FG DRM,NA-LUBE KR-015 FG,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,0.000000,$4.252500,$4.252500
NA-LUBE KR-019 DRM,NA-LUBE KR-019,"LBS, DRUM",LBS,Drum,0,Active,Raw Material,0.000000,$4.150000,$0.000000
NA-LUBE KR-029FG DRM,NA-LUBE KR-029 FG,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,0.000000,$4.279500,$4.279500
NA-SUL 729 DRM,NA-SUL 729 - 440 lb drum (King Industries),"Drum, LBS",LBS,DRUM,0,Active,Raw Material,890.664000,$7.367000,$5.420800
NA-SUL CA-1259 DRM,NA-SUL CA-1259,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,481.382600,$7.155400,$6.183000
NA-SUL CA-300SX DRM,NA-SUL CA-300SX,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,0.000000,$6.776000,$6.776000
NA-SUL CA-400SX DRM,NA-SUL CA-400SX,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,137.000000,$7.155400,$5.178800
NA-SUL CA/W1146 DRM,NA-SUL CA/W1146,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,0.000000,$7.249500,$7.249500
NA-SUL SS,NA-SUL SS,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,297.000000,$6.223500,$6.223500
NA-SUL ZS-HT DRM,NA-SUL ZS-HT - 440 lb drum (King Industries),"Drum, LBS",LBS,DRUM,0,Active,Raw Material,852.664000,$8.715300,$6.485600
NASUL729,NA-SUL 729 (IMCD),"KG, DRUM",KG,DRUM,1,Active,Raw Material,0.000000,$13.500000,$21.610000
NASULZSHTDRM,NA-SUL ZS-HT (IMCD),"KG, DRUM",KG,DRUM,1,Active,Raw Material,0.000000,$18.749981,$25.260000
NAUGALUBE750,Naugalube 750 - 200 kg drum,"200kg, Drum, KG",KG,DRUM,1,Active,Raw Material,52.600000,$12.260000,$7.670000
NEURALABEL6.5X5GLOSSY,NeuraLabel 6.5 x 5 Glossy label,CASE,CASE,CASE,0,Active,Raw Material,0.000000,$0.147150,$0.000000
NEUTRON ACTIVATION ANALY,NEUTRON ACTIVATION ANALYSIS - MOV LONG LIFE,N/A,EA,EA,0,Active,Raw Material,2.000000,$292.000000,$210.000000
NEUTRON ACTIVATION TEST,NEUTRON ACTIVATION ANALYSIS - MOV EXTRA,N/A,EA,EA,1,Active,Raw Material,0.000000,$95.000000,$95.000000
NITRILE GLOVES BLUE,Blue industrial nitrile gloves in a bucket refill bag,"Bucket, BOX",Box,Box,0,Active,Raw Material,0.000000,$73.000000,$0.000000
NNL-G,NNL-G SUPPLIED BY CUSTOMER,LBS,LBS,LBS,0,Active,Raw Material,0.000000,$0.000000,$0.000000
NOVALUBE-BLACK505,Novalube Black 505 - 363 lb drum,"Drum, LBS",LBS,DRUM,0,Active,Raw Material,103.000000,$0.000000,$0.000000
NUETCLR,Neutral Clear,"KG, TOTE",KG,TOTE,1,Active,Raw Material,65.000000,$1.890000,$1.890000
ODOUR,Odour - Physical,N/A,EA,EA,0,Active,Raw Material,0.000000,$10.000000,$10.000000
ODOUR,Odour - Physical,N/A,EA,EA,0,Active,Raw Material,0.000000,$10.000000,$10.000000
OLEICACID,OLEIC ACID,"KG, DRUM",KG,DRUM,1,Active,Raw Material,9.000000,$3.290000,$3.290000
OLEICACID,OLEIC ACID,"KG, DRUM",KG,DRUM,1,Active,Raw Material,9.000000,$3.290000,$3.290000
OLOA 22009 DRUM,OLOA 22009,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,292.984000,$6.162800,$0.000000
OLOA 22009 DRUM,OLOA 22009,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,292.984000,$6.162800,$0.000000
OLOA 55603 DRUM,OLOA 55603,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,332.255100,$3.488900,$0.000000
OLOA 55603 DRUM,OLOA 55603,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,332.255100,$3.488900,$0.000000
OLOA 9362 DRUM,OLOA 9362,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,41.002100,$7.339200,$0.000000
OLOA 9362 DRUM,OLOA 9362,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,41.002100,$7.339200,$0.000000
PAIL-5GAL SQUARE,5-gallon square jerrycan / tighthead pail (NA11831),"Pail, Gallon",EA,EA,0,Active,Raw Material,51.000000,$17.136000,$8.970000
PAIL-5GAL SQUARE,5-gallon square jerrycan / tighthead pail (NA11831),"Pail, Gallon",EA,EA,0,Active,Raw Material,51.000000,$17.136000,$8.970000
PAILBLACK20,Black plastic pail - 20 kg (6 Gal) (SKU BP0833RO),"20kg, Pail",EA,EA,1,Active,Raw Material,96.000000,$10.540000,$7.110000
PAILBLACK20,Black plastic pail - 20 kg (6 Gal) (SKU BP0833RO),"20kg, Pail",EA,EA,1,Active,Raw Material,96.000000,$10.540000,$7.110000
PAILLID-5GAL SQUARE,Cap (70mm) for 5-gallon jerrycan / tighthead pail (NA1013),"Pail, Gallon",EA,EA,0,Active,Raw Material,91.000000,$1.740800,$0.900000
PAILLID-5GAL SQUARE,Cap (70mm) for 5-gallon jerrycan / tighthead pail (NA1013),"Pail, Gallon",EA,EA,0,Active,Raw Material,91.000000,$1.740800,$0.900000
PAILLIDBLACK,Black plastic pail lid for PAILBLACK20 (SKU BP0293RO),Pail,EA,EA,1,Active,Raw Material,137.000000,$3.930000,$2.650000
PAILLIDBLACK,Black plastic pail lid for PAILBLACK20 (SKU BP0293RO),Pail,EA,EA,1,Active,Raw Material,137.000000,$3.930000,$2.650000
PAILLIDBLACKSPOUT,BP1423RO- PAIL LID BLACK WITH SPOUT,Pail,EA,EA,0,Active,Raw Material,55.000000,$2.760000,$2.760000
PAILLIDBLACKSPOUT,BP1423RO- PAIL LID BLACK WITH SPOUT,Pail,EA,EA,0,Active,Raw Material,55.000000,$2.760000,$2.760000
PAILLIDBLUE,PAIL LID BLUE HD COVERS WITH REIKI SPOUTS (BP1403NA),Pail,EA,EA,1,Active,Raw Material,0.000000,$2.620000,$2.620000
PAILLIDBLUE,PAIL LID BLUE HD COVERS WITH REIKI SPOUTS (BP1403NA),Pail,EA,EA,1,Active,Raw Material,0.000000,$2.620000,$2.620000
PAILLIDWHITE,Tapered white 20 L pail lid (for PAILWHITE) (SKU BP0143RO),"Pail, BOX",Each,Box,1,Active,Raw Material,154.000000,$3.411000,$2.210000
PAILLIDWHITE,Tapered white 20 L pail lid (for PAILWHITE) (SKU BP0143RO),"Pail, BOX",Each,Box,1,Active,Raw Material,154.000000,$3.411000,$2.210000
PAILLIDWHITE-4KG,PAIL LID WHITE-4 kg 150/Carton (SKU BP0053RO),"4kg, Pail",EA,EA,0,Active,Raw Material,121.000000,$0.750000,$0.000000
PAILLIDWHITE-4KG,PAIL LID WHITE-4 kg 150/Carton (SKU BP0053RO),"4kg, Pail",EA,EA,0,Active,Raw Material,121.000000,$0.750000,$0.000000
PAILLIDWHITEREIKISPOUT,TEAR TAB LID - WHITE with SPOUT 5 gal,N/A,EA,EA,1,Active,Raw Material,123.000000,$2.950000,$2.760000
PAILLIDWHITEREIKISPOUT,TEAR TAB LID - WHITE with SPOUT 5 gal,N/A,EA,EA,1,Active,Raw Material,123.000000,$2.950000,$2.760000
PAILMETALGREY,BM0493- METAL PAIL GREY UN rated Tight Head-20 L,Pail,EA,EA,0,Active,Raw Material,36.000000,$10.250000,$10.250000
PAILMETALGREY,BM0493- METAL PAIL GREY UN rated Tight Head-20 L,Pail,EA,EA,0,Active,Raw Material,36.000000,$10.250000,$10.250000
PAILWHITE,Tapered white 20 L pail (golden warning seal) (SKU BP3843RO),"Pail, PALLET",Each,Pallet,1,Active,Raw Material,171.000000,$7.880000,$5.080000
PAILWHITE,Tapered white 20 L pail (golden warning seal) (SKU BP3843RO),"Pail, PALLET",Each,Pallet,1,Active,Raw Material,171.000000,$7.880000,$5.080000
PAILWHITE-4KG,PAIL WHITE-4 kg 300/Pallet (SKU BP0563RO),"4kg, Pail",EA,EA,0,Active,Raw Material,108.000000,$2.330000,$0.000000
PAILWHITE-4KG,PAIL WHITE-4 kg 300/Pallet (SKU BP0563RO),"4kg, Pail",EA,EA,0,Active,Raw Material,108.000000,$2.330000,$0.000000
PAILWHITESTRAIGHTSIDED,"Straight-sided, non-tapered white pail with tear tab - 5 gal",Pail,EA,EA,0,Active,Raw Material,0.000000,$9.930000,$7.250000
PAILWHITESTRAIGHTSIDED,"Straight-sided, non-tapered white pail with tear tab - 5 gal",Pail,EA,EA,0,Active,Raw Material,0.000000,$9.930000,$7.250000
PALLET PETRO 48X48HT,PALLET PETRO 48x48 softwood HT,N/A,EA,EA,0,Inactive,Raw Material,0.000000,$0.000000,$0.000000
PALLET PETRO 48X48HT,PALLET PETRO 48x48 softwood HT,N/A,EA,EA,0,Inactive,Raw Material,0.000000,$0.000000,$0.000000
PALLET RECYCLED POLYPROP,"Close deck export pallet 48×40 (for AEC Orders, Uline H4061)",N/A,EA,EA,1,Active,Raw Material,8.000000,$0.000000,$0.000000
PALLET RECYCLED POLYPROP,"Close deck export pallet 48×40 (for AEC Orders, Uline H4061)",N/A,EA,EA,1,Active,Raw Material,8.000000,$0.000000,$0.000000
PALLET TRAY,PALLET TRAY 45 5/8 x 48 1/2 x 0 Grade- 44 B W-OF,N/A,EA,EA,0,Active,Raw Material,0.000000,$4.322000,$3.049000
PALLET TRAY,PALLET TRAY 45 5/8 x 48 1/2 x 0 Grade- 44 B W-OF,N/A,EA,EA,0,Active,Raw Material,0.000000,$4.322000,$3.049000
PALLETHT48,"48×48 heat treated, 2-way, 4-stringer softwood pallet (HTKD)",N/A,EA,EA,1,Active,Raw Material,18.000000,$17.800000,$0.000000
PALLETHT48,"48×48 heat treated, 2-way, 4-stringer softwood pallet (HTKD)",N/A,EA,EA,1,Active,Raw Material,18.000000,$17.800000,$0.000000
PALLETSHELL,Lanxess-owned 48×48 softwood pallet (for Shell and Robco),N/A,EA,EA,1,Active,Raw Material,45.000000,$0.000000,$0.000000
PALLETSHELL,Lanxess-owned 48×48 softwood pallet (for Shell and Robco),N/A,EA,EA,1,Active,Raw Material,45.000000,$0.000000,$0.000000
PALLETSPETROCANADA,Petro-Canada 48×45 green tip pallet (Strictly for PC),N/A,EA,EA,1,Active,Raw Material,53.000000,$0.000000,$0.000000
PALLETSPETROCANADA,Petro-Canada 48×45 green tip pallet (Strictly for PC),N/A,EA,EA,1,Active,Raw Material,53.000000,$0.000000,$0.000000
PAO100DRM,PAO 100 (Durasyn 180R Polyalphaolefins) - 167.83 kg / 370 lb,"83kg, KG, DRUM",KG,DRUM,1,Active,Raw Material,"2,504.269676",$7.370500,$7.370500
PAO100DRM,PAO 100 (Durasyn 180R Polyalphaolefins) - 167.83 kg / 370 lb,"83kg, KG, DRUM",KG,DRUM,1,Active,Raw Material,"2,504.269676",$7.370500,$7.370500
PAO6DRM,CAN-PAO6-0170 172 kg drum,"172kg, Drum",DRUM,DRUM,1,Active,Raw Material,0.000000,$911.250000,$617.730000
PAO6DRM,CAN-PAO6-0170 172 kg drum,"172kg, Drum",DRUM,DRUM,1,Active,Raw Material,0.000000,$911.250000,$617.730000
PAPERTOWELDISPENSERS,SINGLE FOLD (METAL) PAPER TOWEL DISPENSERS,N/A,EA,EA,1,Active,Raw Material,0.000000,$28.000000,$28.000000
PAPERTOWELDISPENSERS,SINGLE FOLD (METAL) PAPER TOWEL DISPENSERS,N/A,EA,EA,1,Active,Raw Material,0.000000,$28.000000,$28.000000
PAPERTOWELSBROWN,PAPER TOWEL BROWN SINGLE FOLD TOWEL (15pk/250 sheets),CASE,CASE,CASE,1,Active,Raw Material,0.000000,$25.390000,$25.390000
PAPERTOWELSBROWN,PAPER TOWEL BROWN SINGLE FOLD TOWEL (15pk/250 sheets),CASE,CASE,CASE,1,Active,Raw Material,0.000000,$25.390000,$25.390000
PARAFLEX HT-10 TOTE,Paraflex HT 10 (PHT10IBC) - 275 US gal / 1040 L tote,"LITRE, TOTE",LITRE,TOTE,0,Active,Raw Material,"1,007.640100",$1.690000,$1.690000
PARAFLEX HT-10 TOTE,Paraflex HT 10 (PHT10IBC) - 275 US gal / 1040 L tote,"LITRE, TOTE",LITRE,TOTE,0,Active,Raw Material,"1,007.640100",$1.690000,$1.690000
PARAFLEX HT100 TOTE,Paraflex HT 100 - 275 US gal tote,"GALLON, TOTE",GALLON,TOTE,0,Active,Raw Material,0.000000,$7.222500,$7.222500
PARAFLEX HT100 TOTE,Paraflex HT 100 - 275 US gal tote,"GALLON, TOTE",GALLON,TOTE,0,Active,Raw Material,0.000000,$7.222500,$7.222500
PARAFLEXHT15,Paraflex HT 15 (PHT15DRM) - 205 L / 54.2 US gal drum,"Drum, LITRE",LITRE,DRUM,1,Active,Raw Material,615.000000,$1.790000,$1.790000
PARAFLEXHT15,Paraflex HT 15 (PHT15DRM) - 205 L / 54.2 US gal drum,"Drum, LITRE",LITRE,DRUM,1,Active,Raw Material,615.000000,$1.790000,$1.790000
PARAFLXHT100DRM,Paraflex HT 100 (PHT100DRM) - 205 L / 54.2 US gal drum,"Drum, LITRE",LITRE,DRUM,1,Active,Raw Material,92.000000,$3.920000,$3.920000
PARAFLXHT100DRM,Paraflex HT 100 (PHT100DRM) - 205 L / 54.2 US gal drum,"Drum, LITRE",LITRE,DRUM,1,Active,Raw Material,92.000000,$3.920000,$3.920000
PARATONE 35EX DRUM,PARATONE 35EX,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,"1,523.000000",$2.442400,$0.000000
PARATONE 35EX DRUM,PARATONE 35EX,"LBS, DRUM",LBS,DRUM,0,Active,Raw Material,"1,523.000000",$2.442400,$0.000000
PAROIL-140 LV XS DRM,PAROIL 140 LV XS Drum,"Drum, KG",KG,DRUM,0,Inactive,Raw Material,0.000000,$4.950000,$0.000000
PAROIL-140 LV XS DRM,PAROIL 140 LV XS Drum,"Drum, KG",KG,DRUM,0,Inactive,Raw Material,0.000000,$4.950000,$0.000000
PAROIL-X 140 LV DRM,PAROIL-X 140 LV DRUM-525 lb,"Drum, KG",KG,DRUM,0,Active,Raw Material,0.000000,$4.625000,$0.000000
PAROIL-X 140 LV DRM,PAROIL-X 140 LV DRUM-525 lb,"Drum, KG",KG,DRUM,0,Active,Raw Material,0.000000,$4.625000,$0.000000
"PARTA2""STUBBYNPTTOCAMLOC","PART A 2"" STUBBY NPT TO CAM LOCK ADAPTER W/GASKET",N/A,EA,EA,0,Active,Raw Material,0.000000,$4.350000,$0.000000
"PARTA2""STUBBYNPTTOCAMLOC","PART A 2"" STUBBY NPT TO CAM LOCK ADAPTER W/GASKET",N/A,EA,EA,0,Active,Raw Material,0.000000,$4.350000,$0.000000
PBF BRIGHTSTOCK TOTE,PBF BRIGHTSTOCK 275 gallon TOTE,"Gallon, TOTE",Gallon,Tote,0,Active,Raw Material,195.281520,$13.872000,$0.000000
PBF BRIGHTSTOCK TOTE,PBF BRIGHTSTOCK 275 gallon TOTE,"Gallon, TOTE",Gallon,Tote,0,Active,Raw Material,195.281520,$13.872000,$0.000000
PC SPRAY OIL-10 BULK,PC Spray oil - 10 Bulk,"LITER, BULK",LITER,BULK,0,Active,Raw Material,0.000000,$1.697000,$0.000000
PC SPRAY OIL-10 US BULK,PC Spray oil - 10 Bulk,"GALLON, BULK",Gallon,Bulk,0,Active,Raw Material,0.000000,$4.779500,$4.779500
PC SPRAY OIL-13 BULK,PC Spray oil - 13 Bulk,"LITRE, BULK",Litre,Bulk,0,Active,Raw Material,0.000000,$1.781000,$1.080000
PC SPRAY OIL-13 US BULK,PC Spray oil - 13 Bulk,"GALLON, BULK",Gallon,Bulk,0,Active,Raw Material,0.000000,$4.522500,$4.522500
PC SPRAY OIL-15 BULK,PC Spray oil - 15 Bulk,"LITER, BULK",LITER,BULK,0,Active,Raw Material,0.000000,$1.431000,$1.396000
PC SPRAY OIL-22 BULK,PC Spray oil - 22 Bulk,LITERS,LITERS,LITERS,0,Active,Raw Material,0.000000,$1.498000,$1.396000
PC SPRAY OIL-22 US BULK,PC Spray oil - 22 Bulk,"GALLON , BULK",Gallon ,Bulk,0,Active,Raw Material,0.000000,$4.779500,$4.779500
PC VHVI-8 TOTE,PC VHVI-8 1040 L Tote (IBC),"LITERS, TOTE",Liters,Tote,0,Active,Raw Material,871.509440,$2.443000,$0.000000
PEA CARBON CLEANER LBL-B,Subaru PEA Carbon Cleaner LBL-Back,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PEA CARBON CLEANER LBL-F,Subaru PEA Carbon Cleaner LBL-Front,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PENFLUID2000FRMULA-1L,PEN FLUID 2000 - Formulation (1 L),LITER,LITER,LITER,0,Active,Assembled,0.000000,$1.158987,$1.313823
PETRO REFLCFC PAIL LID20,PETRO REFLCFC PAIL LID-VENTED SPOUT-20 L,Pail,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PETRO REFLCFCDRM DRUM,PETRO REFLCFCDRM Recon DRUM,Drum,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
PETRO REFLCFCDRM LABELS,PETRO REFLCFCDRM LABELS,N/A,EA,EA,1,Active,Raw Material,2.000000,$0.000000,$0.000000
PETRO REFLCFCDRM PALLET,PETRO REFLCFCDRM PALLET,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
PETRO REFLCFCDRM SEALS,Petro Canada REFLCFCDRM Drum Seal,Drum,EA,EA,1,Active,Raw Material,2.000000,$0.000000,$0.000000
PETRO REFLCFCPAIL20L,PETRO REFLO CFC PAIL 20 L-607775/3,Pail,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PETROSOL3139DRM,PETROSOL3139,"LITRE, DRUM",LITRE,DRUM,1,Active,Raw Material,0.000000,$2.990000,$2.870000
PETROSOLCFDRM,Petrosol CF (PSOLCFDRM) - 205 L / 54.2 US gal drum,"Drum, LITRE",LITRE,DRUM,1,Active,Raw Material,205.000000,$2.940000,$2.940000
PF-BLACK CAPS,Pathfinder black cap,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PF-TROPIX EP2 MP CASE,PF-TROPIX EP2 MP 30X400 g tube Case,"Case, Tube",Case,Case,0,Active,Assembled,0.000000,$0.051000,$0.051000
PF-TROPIX EP2 MP TUBES,Pathfinder- Tropix EP2 MP-400 g Tubes,Tube,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGCL2C30,Petro-Canada Purity FG2 Clear - 3×10×400 g case,"Case, CASE30",CASE30,CASE30,0,Active,Assembled,0.000000,$0.051000,$0.000000
PFGCL2C30MB,Petro-Canada Purity FG2 Clear - Master box,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGCL2C30TUBE,Petro-Canada Purity FG2 Clear - 400 g tube,Tube,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGCL2C30UB,Petro-Canada Purity FG2 Clear - Unit box,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGCL2DRL,Petro-Canada Purity FG2 Clear - 175 kg grease drum,"175kg, Drum, KG",KG,DRUM,0,Active,Raw Material,350.000000,$0.000000,$0.000000
PFGCL2KGL,Petro-Canada Purity FG2 Clear - 54 kg keg,"54kg, Keg, KG",KG,KEG,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGMICMC30,Petro-Canada Purity FG2 with Microl Max - 3×10×400 g case,"Case, CASE30",CASE30,CASE30,0,Active,Assembled,0.000000,$0.051000,$0.000000
PFGMICMC30MB,Petro-Canada Purity FG2 with Microl Max - Master box,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGMICMC30TUBE,Petro-Canada Purity FG2 with Microl Max - 400 g tube,Tube,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGMICMC30UB,Petro-Canada Purity FG2 with Microl Max - Unit box,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGMICMP17,Petro-Canada Purity FG2 with Microl Max - 17 kg pail,"17kg, Pail, KG",KG,PAIL,0,Active,Raw Material,0.000000,$0.000000,$0.000000
PFGMP2C30,Petro-Canada Purity FG2 Multi Purpose - 3×10×400 g case,"Case, CASE30",CASE30,CASE30,0,Active,Assembled,0.000000,$0.000000,$0.000000
